year,Company,CIK,Revenue
2015,PINC,1577916,1007029000
2015,SBGI,912752,2219136000
2015,URBN,912615,3445134000
2015,BGCP,1094831,2575437000
2015,AMCX,1514991,2580935000
2015,PTEN,889900,1891277000
2015,X,1163302,11574000000
2015,MCY,64996,3009300000
2015,CNA,21175,9101000000
2015,ANAT,904163,3017455000
2015,CHK,895126,12764000000
2015,RRC,315852,410727000
