year,Company,CIK,Revenue,NetIncomeLoss,Payments to acquire property
2018,FRT,34903,Income statement not found,0,tag not found
2018,JBHT,728535,Income statement not found,489585000.0,-995650000.0
2018,RGA,898174,12875664000.0,489585000.0,-995650000.0
2018,WHR,106640,Income statement not found,0,-590000000.0
2018,CF,1324404,Income statement not found,0,-422000000.0
2018,VST,1692819,Income statement not found,cash flow not found,cash flow not found
2018,CMA,28412,0,0,tag not found
2018,NBIX,914475,Income statement not found,0,-24812000.0
2018,OHI,888491,881682000.0,0,tag not found
2018,ALB,915913,3374950000.0,0,-699991000.0
2018,OGE,1021635,2270300000.0,0,-573600000.0
2018,CSL,790051,Income statement not found,611100000.0,-120700000.0
2018,GGG,42888,Income statement not found,341054000.0,-53854000.0
2018,LYV,1335258,10787800000.0,0,-239833000.0
2018,AAP,1158449,0,423847000.0,-193715000.0
2018,IRM,1020569,0,423847000.0,-193715000.0
2018,JLL,1037976,Income statement not found,0,-47100000.0
2018,IPG,51644,2856000000.0,0,177100000.0
2018,CGNX,851205,0,219267000.0,-37095000.0
2018,DVN,1090012,Income statement not found,0,-2451000000.0
2018,PTC,857005,1241824000.0,51987000.0,-36041000.0
2018,PCG,1004980,0,0,-6514000000.0
2018,SNA,91440,Income statement not found,0,tag not found
2018,KRC,1025996,747298000.0,0,tag not found
