cik,symbol,year,quarter,filing_url
1486957,BWXT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1502377/0001567619-18-003652.txt
1487712,AL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1754628/0001567619-18-003440.txt
1487730,SPB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1687052/0001200836-18-000012.txt
1489393,LYB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1335032/0001562180-18-004080.txt
1490892,COR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1410098/0001654954-18-010713.txt
1492426,HZNP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1318084/0001246360-18-002308.txt
1492633,NLSN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1490892/0001209191-18-054151.txt
1492691,KNX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1401680/0001209191-18-054381.txt
1494319,UNVR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1562507/0001400318-18-000008.txt
1498828,HHC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1508459/0001209191-18-053775.txt
1501585,HII,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1341253/0001209191-18-054165.txt
1504008,BKU,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1346254/0001127602-18-028645.txt
1506307,KMI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1643193/0000763744-18-000226.txt
1507079,FND,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1753423/0001409171-18-000074.txt
1507385,VER,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1438324/0000899243-18-026255.txt
1509991,KOS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1124524/0001144204-18-052132.txt
1510295,MPC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1546654/0000845877-18-000167.txt
1512673,SQ,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1063197/0001736321-18-000019.txt
1513761,NCLH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1488813/0001567619-18-003379.txt
1514991,AMCX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1553023/0001553023-18-000129.txt
1517228,COMM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1501989/0001567619-18-003477.txt
1518832,WPX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1195627/0001127602-18-029269.txt
1519751,FBHS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1245926/0001209191-18-053159.txt
1520262,ALKS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/277638/0001572920-18-000010.txt
1520697,ACHC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1218987/0001209191-18-052711.txt
1524472,XYL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1542767/0001127602-18-028708.txt
1526520,TRIP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1724519/0001712184-18-000242.txt
1527469,ATH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1562331/0001209191-18-053785.txt
1528396,GWRE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1249802/0001199719-18-000067.txt
1530950,POST,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/931336/0001209191-18-053395.txt
1534504,PBF,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1225706/0001171843-18-006794.txt
1534701,PSX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1199489/0001199489-18-000006.txt
1535929,VOYA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1145839/0001145839-18-000004.txt
1538990,STOR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1136905/0000950142-18-001962.txt
1539838,FANG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/945764/0000945764-18-000151.txt
1541401,ESRT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/852772/0000852772-18-000103.txt
1551152,ABBV,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1683164/0001144204-18-052708.txt
1551182,ETN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1090908/0001209191-18-052981.txt
1552033,TRU,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/949039/0001209191-18-052645.txt
1553023,CONE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1198097/0000884905-18-000064.txt
1555280,ZTS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1089063/0001089063-18-000078.txt
1556593,NRZ,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1127121/0001127602-18-029382.txt
1562401,AMH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/933028/0001209191-18-054257.txt
1571949,ICE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1183597/0001209191-18-052828.txt
1573097,HDS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1231132/0001231132-18-000002.txt
1575189,MTCH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1618861/0001209191-18-054398.txt
1575515,SFM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1239994/0000356309-18-000108.txt
1575965,GLPI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1188435/0001127602-18-028853.txt
1577916,PINC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1272732/0001209191-18-052951.txt
1578845,AGN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1467623/0001209191-18-054138.txt
1579241,ALLE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1113486/0000054480-18-000191.txt
1579298,BURL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1304773/0000899243-18-025658.txt
1579877,OUT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1688568/0001688568-18-000115.txt
1580608,SC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/67215/0001249250-18-000003.txt
1581068,BRX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/30831/0001260415-18-000028.txt
1584207,OMF,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/720875/0001654954-18-010783.txt
1584509,ARMK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1700106/0001144204-18-051854.txt
1585364,PRGO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1719757/0000314808-18-000126.txt
1585689,HLT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1642453/0001225208-18-014377.txt
1590955,PAYC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1525769/0001209191-18-052880.txt
1591698,PCTY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1578696/0001209191-18-054248.txt
1592386,VIRT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1675717/0000878526-18-000148.txt
1593538,NAVI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1755218/0001209191-18-054292.txt
1594109,GRUB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1419048/0001225208-18-014158.txt
1594466,PE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1338185/0001457612-18-000097.txt
1596532,ANET,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1465378/0001415889-18-001454.txt
1596783,CTLT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1429686/0001127602-18-028885.txt
1597033,SABR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1332215/0001567619-18-003443.txt
1597553,SAGE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1755114/0001755114-18-000001.txt
1598014,INFO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1593138/0001214659-18-006337.txt
1598968,AM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1415301/0001415301-18-000132.txt
1601046,KEYS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1714899/0001209191-18-054042.txt
1601712,SYF,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1733051/0001437749-18-017850.txt
1604778,QRVO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1629462/0001445866-18-001008.txt
1605607,PGRE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1720007/0001144204-18-052388.txt
1608249,ZAYO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1409449/0001144204-18-052320.txt
1609702,CDK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1721790/0001209191-18-054053.txt
1609711,GDDY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1656635/0001225208-18-014085.txt
1611983,LBRDK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1474699/0001128732-18-000020.txt
1613103,MDT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1695629/0001428875-18-000127.txt
1613859,PRAH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1732108/0001209191-18-053378.txt
1616707,W,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1712371/0001144204-18-052059.txt
1616862,AXTA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/844143/0000844143-18-000016.txt
1617406,PK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1053691/0001437749-18-017902.txt
1617640,Z,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1393612/0001209191-18-053382.txt
1618732,NTNX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1435387/0000908662-18-000209.txt
1618921,WBA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1721525/0001246360-18-002272.txt
1619762,IGT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1308348/0001174947-18-001201.txt
1623613,MYL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1727794/0001178913-18-002609.txt
1624899,STE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1539856/0001209191-18-054288.txt
1627223,CC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1669811/0001209191-18-053881.txt
1632127,CABO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1621383/0001127602-18-028737.txt
1632790,ENR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1326160/0001326160-18-000189.txt
1633917,PYPL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1651403/0000899243-18-025778.txt
1634997,AGR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1689556/0001225208-18-014181.txt
1636023,WRK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/31107/0001567619-18-003311.txt
1636519,MSG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/31235/0000891839-18-000097.txt
1637207,PLNT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1177161/0001225208-18-013962.txt
1637459,KHC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1196869/0001225208-18-013966.txt
1639300,OLLI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1074692/0001225208-18-013975.txt
1645590,HPE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1222922/0001225208-18-013995.txt
1649338,AVGO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1196871/0001225208-18-013997.txt
1650372,TEAM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1074690/0001225208-18-013998.txt
1652044,GOOGL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1196872/0001225208-18-014001.txt
1658566,CDEV,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1074688/0001225208-18-014003.txt
1659166,FTV,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1176984/0001225208-18-014005.txt
1660134,OKTA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1196867/0001225208-18-014006.txt
1665918,USFD,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1074540/0001225208-18-014014.txt
1671933,TTD,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1196874/0001225208-18-014022.txt
1673358,YUMC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1074691/0001225208-18-014021.txt
1674168,HGV,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1177162/0001225208-18-014025.txt
1674862,ASH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1196875/0001225208-18-014026.txt
1674910,VVV,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1074685/0001225208-18-014028.txt
1675149,AA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1196876/0001225208-18-014035.txt
1679273,LW,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1074686/0001225208-18-014036.txt
1685040,BHF,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1196877/0001225208-18-014040.txt
1687229,INVH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1074687/0001225208-18-014044.txt
1688568,DXC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1258623/0001225208-18-014051.txt
1689662,ARD,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1070732/0001225208-18-014064.txt
1689796,JBGS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1253327/0001225208-18-014061.txt
1689923,AYX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1270523/0001225208-18-014062.txt
1690820,CVNA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/814549/0001209191-18-054190.txt
1692063,SNDR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1223721/0001437749-18-017829.txt
1692819,VST,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1201563/0001567619-18-003626.txt
1699150,GDI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1066194/0001104659-18-060318.txt
1702780,ATUS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1438851/0001005284-18-000100.txt
1710583,SWCH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1528223/0001144204-18-051800.txt
